
 frequency_dependence   1

 band_index     1    16
 sigma_matrix     0   0

 finite_difference_form   2
 finite_difference_spacing  1.000000

 symmetries
 ntran  = 12
 mtrx01 =  1  0  0  0  1  0  0  0  1
 mtrx02 = -1  1  0  0  1  0  0  0 -1
 mtrx03 =  0 -1  0  1 -1  0  0  0  1
 mtrx04 = -1  1  0 -1  0  0  0  0  1
 mtrx05 =  0 -1  0 -1  0  0  0  0 -1
 mtrx06 =  1  0  0  1 -1  0  0  0 -1
 mtrx07 =  1  0  0  0  1  0  0  0 -1
 mtrx08 = -1  1  0  0  1  0  0  0  1
 mtrx09 = -1  1  0 -1  0  0  0  0 -1
 mtrx10 =  0 -1  0  1 -1  0  0  0 -1
 mtrx11 =  1  0  0  1 -1  0  0  0  1
 mtrx12 =  0 -1  0 -1  0  0  0  0  1
 
       k =  0.000000  0.000000  0.000000 ik =   1 spin = 1

   n         Emf          Eo           X        SX-X          CH         Sig         Vxc        Eqp0        Eqp1         CH`        Sig`       Eqp0`       Eqp1`         Znk
   6    2.974992    2.974992   -1.607601    0.913127   -2.354322   -3.048795   -3.502688    3.428885    3.403288   -2.279089   -2.973562    3.504118    3.474278    0.943606
   7    3.179649    3.179649   -0.177000    0.094180   -0.485349   -0.568169   -0.508632    3.120112    3.121007   -0.480986   -0.563806    3.124475    3.125305    0.984961
   8    3.876839    3.876839   -2.195747    1.255299   -2.901634   -3.842082   -4.286473    4.321229    4.294645   -2.795184   -3.735632    4.427679    4.394727    0.940178
   9    4.498459    4.498459   -0.624396    0.357093   -1.163708   -1.431011   -1.514664    4.582112    4.579574   -1.146678   -1.413981    4.599142    4.596087    0.969657
  10    5.068859    5.068859   -2.917641    1.622813   -4.253074   -5.547902   -6.283935    5.804891    5.742138   -4.112246   -5.407074    5.945719    5.870959    0.914741
  11    6.241329    6.241329   -4.667679    2.897267   -6.206867   -7.977279   -9.059394    7.323444    7.212822   -6.069023   -7.839435    7.461287    7.336574    0.897772
  12    6.692898    6.692898   -0.942697    0.460544   -2.130172   -2.612324   -3.042070    7.122644    7.099089   -2.088357   -2.570509    7.164460    7.138613    0.945188
  13    7.114227    7.114227   -2.525749    1.502923   -3.567968   -4.590794   -5.249528    7.772961    7.728277   -3.481892   -4.504718    7.859037    7.808515    0.932167
  14    9.432199    9.432199   -0.454623    0.193922   -1.447566   -1.708266   -1.992746    9.716678    9.704472   -1.425563   -1.686264    9.738681    9.725530    0.957092
  15    9.795777    9.795777   -1.636617    1.010363   -2.712726   -3.338979   -3.774895   10.231693   10.206769   -2.628487   -3.254740   10.315931   10.286191    0.942824
  16   11.543027   11.543027   -7.122132    4.484359  -10.422964  -13.060737  -15.260548   13.742838   13.391668  -10.014070  -12.651844   14.151731   13.735288    0.840364
 
       k =  0.000000  0.833333  0.000000 ik =  11 spin = 1

   n         Emf          Eo           X        SX-X          CH         Sig         Vxc        Eqp0        Eqp1         CH`        Sig`       Eqp0`       Eqp1`         Znk
   1  -21.284274  -21.284274  -26.873052   15.087030   -9.033012  -20.819035  -16.192162  -25.911147  -24.890190   -8.898665  -20.684688  -25.776800  -24.785488    0.779342
   2   -8.957252   -8.957252  -18.437867    9.651828   -7.809227  -16.595266  -13.370212  -12.182306  -11.676069   -7.597311  -16.383350  -11.970390  -11.497417    0.843030
   3   -7.675109   -7.675109  -22.651672   11.801810  -10.094624  -20.944485  -17.430111  -11.189483  -10.635005   -9.714758  -20.564619  -10.809617  -10.315072    0.842226
   4   -6.637696   -6.637696  -22.636592   11.740886  -10.289975  -21.185681  -17.823348  -10.000029   -9.481456   -9.865041  -20.760746   -9.575095   -9.122060    0.845770
   5    1.248709    1.248709   -1.317763    0.660758   -2.404571   -3.061576   -3.786963    1.974096    1.926889   -2.378083   -3.035088    2.000584    1.951653    0.934921
   6    2.008005    2.008005   -0.526460    0.288882   -1.126701   -1.364279   -1.529318    2.173044    2.167322   -1.103154   -1.340731    2.196591    2.190053    0.965329
   7    2.077337    2.077337   -0.178228    0.092327   -0.485230   -0.571132   -0.516830    2.023036    2.023862   -0.481332   -0.567233    2.026934    2.027701    0.984791
   8    3.067970    3.067970   -0.857509    0.479311   -1.437693   -1.815891   -2.065771    3.317850    3.308422   -1.396001   -1.774199    3.359542    3.348541    0.962268
   9    3.428299    3.428299   -0.493100    0.269553   -0.989640   -1.213187   -1.269372    3.484484    3.482924   -0.977435   -1.200982    3.496689    3.494790    0.972238
  10    4.917046    4.917046   -1.745297    1.003348   -2.497833   -3.239783   -3.632512    5.309775    5.288472   -2.401428   -3.143377    5.406180    5.379648    0.945756
  11    5.633251    5.633251   -1.157480    0.702027   -1.895318   -2.350771   -2.589745    5.872226    5.862039   -1.861350   -2.316803    5.906193    5.894558    0.957372
  12    6.753524    6.753524   -3.743288    2.107911   -5.700100   -7.335477   -8.373749    7.791795    7.678647   -5.479396   -7.114773    8.012500    7.875299    0.891022
  13    6.814934    6.814934   -6.487682    3.955387   -8.334983  -10.867279  -12.528382    8.476037    8.262077   -8.113022  -10.645317    8.697999    8.455448    0.871194
  14    8.628212    8.628212   -1.890236    1.189714   -2.986678   -3.687200   -4.143477    9.084489    9.057138   -2.903329   -3.603851    9.167838    9.135491    0.940057
  15    8.704435    8.704435   -1.082111    0.520441   -2.579295   -3.140965   -3.658816    9.222286    9.188867   -2.518816   -3.080486    9.282765    9.245443    0.935467
  16    9.284283    9.284283   -7.348331    4.506457   -9.908315  -12.750189  -14.863860   11.397954   11.081529   -9.554990  -12.396863   11.751279   11.381961    0.850296
 
       k =  0.000000  0.916667  0.000000 ik =  12 spin = 1

   n         Emf          Eo           X        SX-X          CH         Sig         Vxc        Eqp0        Eqp1         CH`        Sig`       Eqp0`       Eqp1`         Znk
   1  -21.681507  -21.681507  -26.905087   15.127454   -8.963377  -20.741010  -16.096625  -26.325892  -25.293038   -8.834047  -20.611680  -26.196562  -25.192469    0.777612
   2   -9.489556   -9.489556  -18.510395    9.700789   -7.696122  -16.505727  -13.222329  -12.772954  -12.253914   -7.493670  -16.303276  -12.570502  -12.083466    0.841920
   3   -6.295283   -6.295283  -22.703924   11.799195  -10.428925  -21.333655  -17.959507   -9.669432   -9.151181   -9.995722  -20.900452   -9.236228   -8.784515    0.846405
   4   -6.009336   -6.009336  -22.717657   11.790174  -10.485695  -21.413178  -18.083178   -9.339336   -8.830892  -10.038045  -20.965528   -8.891686   -8.451592    0.847314
   5    0.588224    0.588224   -1.318694    0.661828   -2.375495   -3.032361   -3.737957    1.293820    1.248445   -2.351941   -3.008807    1.317374    1.270484    0.935692
   6    1.369079    1.369079   -0.401247    0.215860   -0.974858   -1.160245   -1.281632    1.490467    1.486626   -0.957823   -1.143210    1.507501    1.503122    0.968362
   7    1.412111    1.412111   -0.179888    0.093144   -0.484160   -0.570905   -0.515610    1.356817    1.357656   -0.480656   -0.567401    1.360321    1.361107    0.984822
   8    2.458637    2.458637   -0.653448    0.356945   -1.225119   -1.521622   -1.739472    2.676487    2.668971   -1.194796   -1.491299    2.706810    2.698249    0.965502
   9    2.767534    2.767534   -0.482470    0.263212   -0.968272   -1.187531   -1.236465    2.816468    2.815130   -0.957589   -1.176848    2.827151    2.825521    0.972654
  10    4.420843    4.420843   -1.034308    0.583904   -1.665556   -2.115960   -2.375200    4.680083    4.669449   -1.609519   -2.059922    4.736121    4.723188    0.958980
  11    5.010871    5.010871   -0.830813    0.496183   -1.482544   -1.817174   -1.973547    5.167244    5.161549   -1.460092   -1.794722    5.189696    5.183184    0.963582
  12    6.919457    6.919457   -2.658645    1.536626   -3.954565   -5.076584   -5.749016    7.591890    7.538811   -3.783710   -4.905729    7.762745    7.696179    0.921065
  13    6.985130    6.985130   -7.107463    4.300833   -9.026729  -11.833359  -13.716793    8.868565    8.611220   -8.761644  -11.568274    9.133649    8.840084    0.863364
  14    7.683630    7.683630   -7.432654    4.479470   -9.517569  -12.470754  -14.519122    9.731997    9.439179   -9.206060  -12.159244   10.043507    9.706158    0.857048
  15    7.840004    7.840004   -2.173197    1.402783   -3.355334   -4.125749   -4.600623    8.314878    8.284274   -3.274467   -4.044882    8.395745    8.359929    0.935553
  16    8.778335    8.778335   -2.925138    1.584978   -5.373358   -6.713518   -7.742452    9.807268    9.694117   -5.173660   -6.513820   10.006967    9.871854    0.890030
 
       k =  0.083333  0.083333  0.000000 ik =  13 spin = 1

   n         Emf          Eo           X        SX-X          CH         Sig         Vxc        Eqp0        Eqp1         CH`        Sig`       Eqp0`       Eqp1`         Znk
   1  -21.415358  -21.415358  -26.882505   15.099227   -9.009424  -20.792702  -16.159711  -26.048349  -25.024619   -8.876754  -20.660032  -25.915679  -24.921264    0.779035
   2   -9.133184   -9.133184  -18.460274    9.667548   -7.771100  -16.563825  -13.319262  -12.377747  -11.866811   -7.562429  -16.355154  -12.169076  -11.691001    0.842525
   3   -7.190631   -7.190631  -22.692198   11.814292  -10.222501  -21.100407  -17.631013  -10.660025  -10.117605   -9.823960  -20.701866  -10.261484   -9.781374    0.843656
   4   -6.519443   -6.519443  -22.597606   11.720617  -10.307351  -21.184340  -17.831210   -9.872573   -9.356747   -9.880795  -20.757784   -9.446017   -8.995810    0.846166
   5    1.033465    1.033465   -1.309857    0.655439   -2.380783   -3.035201   -3.750437    1.748701    1.702506   -2.355129   -3.009546    1.774356    1.726503    0.935412
   6    1.796835    1.796835   -0.472280    0.257416   -1.062172   -1.277035   -1.424058    1.943858    1.938947   -1.041397   -1.256261    1.964633    1.959028    0.966596
   7    1.856396    1.856396   -0.179191    0.092537   -0.485556   -0.572210   -0.518433    1.802618    1.803438   -0.481737   -0.568391    1.806438    1.807199    0.984766
   8    2.868916    2.868916   -0.767876    0.425905   -1.344442   -1.686414   -1.922497    3.104999    3.096426   -1.307625   -1.649596    3.141817    3.131907    0.963687
   9    3.211377    3.211377   -0.481668    0.261860   -0.972515   -1.192323   -1.245136    3.264191    3.262738   -0.960862   -1.180669    3.275844    3.274071    0.972503
  10    4.770521    4.770521   -1.413133    0.808891   -2.102332   -2.706574   -3.034564    5.098511    5.082791   -2.024308   -2.628550    5.176535    5.157076    0.952073
  11    5.450298    5.450298   -0.858141    0.512939   -1.525683   -1.870885   -2.039373    5.618786    5.612522   -1.500537   -1.845739    5.643932    5.636732    0.962819
  12    6.861372    6.861372   -3.666721    2.088855   -5.482475   -7.060341   -8.036987    7.838018    7.735820   -5.257814   -6.835680    8.062680    7.936972    0.895358
  13    7.048338    7.048338   -7.194320    4.369398   -9.138563  -11.963485  -13.839583    8.924436    8.665420   -8.875310  -11.700232    9.187689    8.892327    0.861939
  14    8.076875    8.076875   -3.900013    2.454971   -5.533952   -6.978994   -7.944219    9.042100    8.950997   -5.377596   -6.822638    9.198456    9.092595    0.905615
  15    8.658935    8.658935   -1.575335    0.796623   -3.364941   -4.143652   -4.811694    9.326977    9.274739   -3.269801   -4.048513    9.422117    9.362439    0.921804
  16    8.800315    8.800315   -4.947719    2.998882   -6.735020   -8.683857  -10.093984   10.210442   10.054614   -6.507861   -8.456698   10.437601   10.256670    0.889494
 
       k =  0.083333  0.166667  0.000000 ik =  14 spin = 1

   n         Emf          Eo           X        SX-X          CH         Sig         Vxc        Eqp0        Eqp1         CH`        Sig`       Eqp0`       Eqp1`         Znk
   1  -20.898907  -20.898907  -26.852211   15.055525   -9.106045  -20.902730  -16.293061  -25.508577  -24.501529   -8.966634  -20.763320  -25.369167  -24.392575    0.781536
   2   -8.652131   -8.652131  -22.733730   11.870520   -9.902494  -20.765704  -17.150032  -12.267803  -11.685353   -9.552266  -20.415476  -11.917575  -11.391543    0.838910
   3   -8.438141   -8.438141  -18.381897    9.611788   -7.929831  -16.699940  -13.532916  -11.605165  -11.112951   -7.707620  -16.477728  -11.382954  -10.925275    0.844582
   4   -7.306778   -7.306778  -22.511561   11.671123  -10.072889  -20.913328  -17.508027  -10.712079  -10.181160   -9.674373  -20.514812  -10.313564   -9.844777    0.844090
   5    1.899774    1.899774   -1.325379    0.666296   -2.452771   -3.111853   -3.861022    2.648943    2.599352   -2.423530   -3.082613    2.678184    2.626657    0.933806
   6    2.620882    2.620882   -0.862010    0.483640   -1.513787   -1.892156   -2.155593    2.884318    2.873291   -1.473601   -1.851970    2.924505    2.911795    0.958142
   7    2.741373    2.741373   -0.173979    0.090404   -0.482807   -0.566382   -0.510993    2.685985    2.686824   -0.478619   -0.562193    2.690173    2.690949    0.984853
   8    3.618252    3.618252   -1.401744    0.799284   -2.015633   -2.618093   -2.949513    3.949672    3.934267   -1.945876   -2.548336    4.019429    4.000782    0.953519
   9    4.086298    4.086298   -0.499297    0.274284   -1.007338   -1.232351   -1.293261    4.147208    4.145497   -0.993713   -1.218726    4.160833    4.158739    0.971898
  10    5.135117    5.135117   -3.222502    1.837612   -4.408914   -5.793803   -6.523847    5.865160    5.802806   -4.239204   -5.624094    6.034870    5.958021    0.914588
  11    6.259806    6.259806   -1.450017    0.889475   -2.278079   -2.838621   -3.151711    6.572896    6.557764   -2.231907   -2.792450    6.619067    6.601704    0.951671
  12    6.557830    6.557830   -2.072935    1.099380   -3.687936   -4.661491   -5.378515    7.274854    7.216961   -3.582043   -4.555599    7.380746    7.314303    0.919259
  13    7.145775    7.145775   -6.328813    3.865506   -8.176293  -10.639600  -12.254767    8.760942    8.555485   -7.951986  -10.415293    8.985249    8.751259    0.872795
  14    9.022852    9.022852   -3.277040    2.085189   -4.884386   -6.076236   -6.894083    9.840698    9.769635   -4.737645   -5.929496    9.987439    9.903625    0.913109
  15    9.090087    9.090087   -0.529654    0.225491   -1.619854   -1.924017   -2.247341    9.413412    9.398354   -1.594677   -1.898839    9.438589    9.422359    0.953428
  16   10.206890   10.206890   -4.592392    2.862404   -6.711615   -8.441603   -9.796116   11.561403   11.409191   -6.490445   -8.220433   11.782573   11.605508    0.887626
 
       k =  0.083333  0.250000  0.000000 ik =  15 spin = 1

   n         Emf          Eo           X        SX-X          CH         Sig         Vxc        Eqp0        Eqp1         CH`        Sig`       Eqp0`       Eqp1`         Znk
   1  -20.175199  -20.175199  -26.851192   15.024032   -9.263240  -21.090400  -16.512878  -24.752721  -23.764150   -9.113701  -20.940861  -24.603182  -23.646906    0.784038
   2  -10.352376  -10.352376  -22.780028   11.927865   -9.519949  -20.372113  -16.602754  -14.121736  -13.492950   -9.217866  -20.070030  -13.819652  -13.241259    0.833185
   3   -8.049661   -8.049661  -22.537345   11.689688   -9.899742  -20.747399  -17.280267  -11.516793  -10.968617   -9.522584  -20.370241  -11.139635  -10.651090    0.841894
   4   -7.452266   -7.452266  -18.340618    9.579932   -8.204803  -16.965489  -13.912351  -10.505404  -10.038991   -7.959046  -16.719731  -10.259647   -9.830776    0.847235
   5    3.135374    3.135374   -5.680344    3.219585   -6.913808   -9.374567  -10.690104    4.450911    4.286745   -6.666837   -9.127596    4.697882    4.502897    0.875210
   6    3.156293    3.156293   -1.481682    0.765457   -2.728127   -3.444351   -4.273679    3.985621    3.926656   -2.690657   -3.406882    4.023091    3.961461    0.928900
   7    4.062318    4.062318   -0.176343    0.095435   -0.485790   -0.566699   -0.503359    3.998978    3.999925   -0.480917   -0.561825    4.003852    4.004726    0.985053
   8    4.276138    4.276138   -0.917368    0.497907   -1.601970   -2.021430   -2.167891    4.422599    4.416777   -1.563809   -1.983269    4.460760    4.453420    0.960245
   9    5.356306    5.356306   -0.748347    0.438255   -1.328821   -1.638913   -1.749076    5.466469    5.462848   -1.306149   -1.616241    5.489141    5.484775    0.967127
  10    5.407015    5.407015   -0.726035    0.358451   -1.678268   -2.045852   -2.374108    5.735271    5.720329   -1.650075   -2.017658    5.763465    5.747239    0.954480
  11    6.787078    6.787078   -5.417092    3.374776   -7.205965   -9.248280  -10.533284    8.072082    7.923518   -7.034174   -9.076489    8.243873    8.075448    0.884386
  12    7.346614    7.346614   -0.450619    0.198384   -1.367816   -1.620051   -1.893909    7.620471    7.609347   -1.349182   -1.601418    7.639105    7.627223    0.959378
  13    7.872021    7.872021   -1.668513    0.984381   -2.563618   -3.247749   -3.694253    8.318525    8.294548   -2.499750   -3.183881    8.382392    8.354986    0.946301
  14   10.150823   10.150823   -0.485150    0.220308   -1.458923   -1.723765   -2.011773   10.438831   10.426450   -1.433704   -1.698546   10.464049   10.450585    0.957012
  15   10.432168   10.432168   -2.781036    1.744490   -4.366591   -5.403137   -6.160470   11.189501   11.127450   -4.216671   -5.253217   11.339421   11.265086    0.918067
  16   11.833970   11.833970   -4.092873    2.584182   -6.487274   -7.995966   -9.264845   13.102850   12.959195   -6.271072   -7.779763   13.319053   13.150921    0.886786
 
       k =  0.083333  0.333333  0.000000 ik =  16 spin = 1

   n         Emf          Eo           X        SX-X          CH         Sig         Vxc        Eqp0        Eqp1         CH`        Sig`       Eqp0`       Eqp1`         Znk
   1  -19.352728  -19.352728  -26.946920   15.056324   -9.491644  -21.382241  -16.838214  -23.896755  -22.928557   -9.329270  -21.219866  -23.734380  -22.800779    0.786929
   2  -11.938411  -11.938411  -22.747285   11.933097   -9.130130  -19.944319  -16.046411  -15.836319  -15.166414   -8.867612  -19.681801  -15.573801  -14.949014    0.828138
   3   -8.597915   -8.597915  -22.598033   11.728752   -9.791579  -20.660860  -17.144714  -12.114060  -11.552143   -9.427937  -20.297218  -11.750418  -11.246615    0.840189
   4   -6.300805   -6.300805  -18.503969    9.679905   -8.645271  -17.469335  -14.548099   -9.222041   -8.782182   -8.361222  -17.185285   -8.937992   -8.540902    0.849427
   5    1.762405    1.762405   -6.699227    3.699782   -7.854016  -10.853461  -12.282414    3.191358    2.994278   -7.630145  -10.629591    3.415228    3.187273    0.862081
   6    4.701486    4.701486   -2.346187    1.315948   -3.861500   -4.891739   -5.924892    5.734639    5.644635   -3.793690   -4.823929    5.802449    5.706538    0.912884
   7    5.797176    5.797176   -0.371538    0.227393   -0.720844   -0.864989   -0.816055    5.748242    5.749130   -0.709722   -0.853867    5.759364    5.760050    0.981853
   8    5.851096    5.851096   -0.217239    0.100464   -0.904125   -1.020900   -1.129908    5.960103    5.956682   -0.895450   -1.012225    5.968778    5.965084    0.968612
   9    6.571197    6.571197   -4.033429    2.523710   -5.523355   -7.033073   -7.949959    7.488083    7.401874   -5.402743   -6.912461    7.608695    7.511146    0.905977
  10    6.944654    6.944654   -0.358147    0.166304   -1.162576   -1.354419   -1.604226    7.194462    7.185377   -1.146566   -1.338408    7.210472    7.200805    0.963634
  11    7.408006    7.408006   -1.748656    1.044146   -2.691370   -3.395880   -3.852034    7.864160    7.838777   -2.634251   -3.338761    7.921279    7.892717    0.944354
  12    8.892288    8.892288   -0.488099    0.234581   -1.377660   -1.631179   -1.902779    9.163889    9.152846   -1.352302   -1.605820    9.189248    9.177173    0.959340
  13    9.504699    9.504699   -0.932018    0.528481   -1.723123   -2.126661   -2.397465    9.775503    9.764044   -1.676773   -2.080311    9.821853    9.808433    0.957687
  14   11.420562   11.420562   -0.979459    0.512850   -2.333586   -2.800195   -3.346228   11.966595   11.933323   -2.280592   -2.747201   12.019589   11.983088    0.939067
  15   11.589269   11.589269   -3.116331    1.820448   -5.282979   -6.578862   -7.808826   12.819233   12.688427   -5.094026   -6.389908   13.008187   12.857285    0.893650
  16   12.851697   12.851697   -0.671844    0.360297   -1.719142   -2.030688   -2.474968   13.295977   13.274297   -1.696451   -2.007997   13.318667   13.295880    0.951203
 
       k =  0.083333  0.416667  0.000000 ik =  17 spin = 1

   n         Emf          Eo           X        SX-X          CH         Sig         Vxc        Eqp0        Eqp1         CH`        Sig`       Eqp0`       Eqp1`         Znk
   1  -18.709945  -18.709945  -27.155053   15.176059   -9.737049  -21.716043  -17.194851  -23.231137  -22.275383   -9.563099  -21.542093  -23.057187  -22.138206    0.788606
   2  -12.992388  -12.992388  -22.581945   11.837616   -8.801071  -19.545400  -15.573947  -16.963840  -16.268087   -8.563594  -19.307923  -16.726364  -16.072213    0.824811
   3   -8.885341   -8.885341  -22.639518   11.755447   -9.740097  -20.624168  -17.081809  -12.427701  -11.858369   -9.382955  -20.267026  -12.070559  -11.558627    0.839279
   4   -5.349740   -5.349740  -19.053654   10.026988   -9.206823  -18.233489  -15.394518   -8.188712   -7.762171   -8.873381  -17.900048   -7.855270   -7.478827    0.849755
   5    0.510829    0.510829   -6.110462    3.291136   -7.189881  -10.009207  -11.347691    1.849313    1.674019   -7.037096   -9.856422    2.002098    1.806795    0.869036
   6    5.797868    5.797868   -5.814664    3.591822   -7.916692  -10.139533  -11.610979    7.269314    7.076588   -7.746769   -9.969610    7.439237    7.224254    0.869022
   7    7.462268    7.462268   -1.951832    1.118282   -3.386674   -4.220224   -5.067526    8.309571    8.244304   -3.320876   -4.154426    8.375369    8.305034    0.922971
   8    7.940380    7.940380   -0.424117    0.211905   -1.347379   -1.559591   -1.860326    8.241114    8.228207   -1.324964   -1.537176    8.263530    8.249660    0.957079
   9    8.086498    8.086498   -0.311921    0.170985   -0.730060   -0.870996   -0.893866    8.109368    8.108899   -0.717754   -0.858690    8.121675    8.120953    0.979483
  10    8.931083    8.931083   -0.586157    0.300344   -1.502747   -1.788560   -2.118363    9.260886    9.246715   -1.470336   -1.756148    9.293297    9.277734    0.957034
  11    9.335756    9.335756   -0.847497    0.454460   -1.706761   -2.099797   -2.413208    9.649167    9.635179   -1.660437   -2.053474    9.695491    9.679435    0.955367
  12    9.805632    9.805632   -1.184491    0.625241   -2.587879   -3.147128   -3.952080   10.610584   10.555565   -2.545425   -3.104675   10.653037   10.595117    0.931650
  13   10.261958   10.261958   -0.817342    0.424935   -2.108318   -2.500725   -3.039560   10.800793   10.769009   -2.063147   -2.455554   10.845964   10.811515    0.941013
  14   10.707858   10.707858   -0.146190    0.079121   -0.475986   -0.543055   -0.473944   10.638747   10.639778   -0.468321   -0.535390   10.646413   10.647329    0.985092
  15   10.939403   10.939403   -0.256122    0.125353   -0.930828   -1.061597   -1.137234   11.015039   11.012762   -0.917183   -1.047952   11.028684   11.025997    0.969901
  16   11.619181   11.619181   -0.290345    0.130272   -1.156911   -1.316984   -1.553795   11.855992   11.847200   -1.141558   -1.301631   11.871345   11.861983    0.962874
 
       k =  0.083333  0.500000  0.000000 ik =  18 spin = 1

   n         Emf          Eo           X        SX-X          CH         Sig         Vxc        Eqp0        Eqp1         CH`        Sig`       Eqp0`       Eqp1`         Znk
   1  -18.709945  -18.709945  -27.155053   15.176053   -9.737047  -21.716046  -17.194851  -23.231140  -22.275386   -9.563097  -21.542096  -23.057190  -22.138208    0.788606
   2  -12.992388  -12.992388  -22.581945   11.837621   -8.801074  -19.545397  -15.573947  -16.963837  -16.268084   -8.563598  -19.307921  -16.726361  -16.072211    0.824811
   3   -8.885341   -8.885341  -22.639518   11.755447   -9.740097  -20.624169  -17.081809  -12.427701  -11.858369   -9.382955  -20.267027  -12.070559  -11.558627    0.839279
   4   -5.349740   -5.349740  -19.053654   10.026987   -9.206821  -18.233489  -15.394518   -8.188711   -7.762170   -8.873379  -17.900046   -7.855269   -7.478826    0.849755
   5    0.510829    0.510829   -6.110462    3.291138   -7.189883  -10.009207  -11.347691    1.849313    1.674020   -7.037098   -9.856422    2.002098    1.806795    0.869036
   6    5.797868    5.797868   -5.814664    3.591821   -7.916691  -10.139534  -11.610979    7.269314    7.076586   -7.746769   -9.969611    7.439236    7.224252    0.869022
   7    7.462268    7.462268   -1.951832    1.118285   -3.386675   -4.220222   -5.067526    8.309572    8.244305   -3.320877   -4.154424    8.375370    8.305035    0.922971
   8    7.940380    7.940380   -0.424117    0.211905   -1.347379   -1.559591   -1.860326    8.241115    8.228207   -1.324964   -1.537175    8.263531    8.249661    0.957079
   9    8.086498    8.086498   -0.311921    0.170986   -0.730061   -0.870996   -0.893866    8.109368    8.108899   -0.717754   -0.858689    8.121675    8.120953    0.979483
  10    8.931083    8.931083   -0.586157    0.300344   -1.502747   -1.788559   -2.118363    9.260886    9.246716   -1.470336   -1.756148    9.293297    9.277734    0.957034
  11    9.335756    9.335756   -0.847497    0.454460   -1.706760   -2.099797   -2.413208    9.649168    9.635179   -1.660436   -2.053473    9.695491    9.679435    0.955367
  12    9.805632    9.805632   -1.184491    0.625240   -2.587879   -3.147129   -3.952080   10.610583   10.555564   -2.545426   -3.104676   10.653036   10.595116    0.931650
  13   10.261958   10.261958   -0.817342    0.424936   -2.108318   -2.500725   -3.039560   10.800793   10.769009   -2.063148   -2.455554   10.845964   10.811515    0.941013
  14   10.707858   10.707858   -0.146190    0.079121   -0.475986   -0.543055   -0.473944   10.638747   10.639778   -0.468320   -0.535390   10.646413   10.647329    0.985092
  15   10.939403   10.939403   -0.256122    0.125353   -0.930828   -1.061597   -1.137234   11.015039   11.012762   -0.917183   -1.047952   11.028684   11.025997    0.969901
  16   11.619181   11.619181   -0.290345    0.130273   -1.156912   -1.316984   -1.553795   11.855992   11.847200   -1.141559   -1.301630   11.871345   11.861983    0.962874
 
       k =  0.083333  0.583333  0.000000 ik =  19 spin = 1

   n         Emf          Eo           X        SX-X          CH         Sig         Vxc        Eqp0        Eqp1         CH`        Sig`       Eqp0`       Eqp1`         Znk
   1  -19.352728  -19.352728  -26.946920   15.056312   -9.491641  -21.382249  -16.838214  -23.896763  -22.928563   -9.329266  -21.219874  -23.734388  -22.800786    0.786930
   2  -11.938411  -11.938411  -22.747285   11.933109   -9.130137  -19.944313  -16.046411  -15.836313  -15.166409   -8.867620  -19.681796  -15.573796  -14.949009    0.828137
   3   -8.597915   -8.597915  -22.598033   11.728752   -9.791580  -20.660861  -17.144714  -12.114061  -11.552143   -9.427939  -20.297219  -11.750420  -11.246616    0.840189
   4   -6.300805   -6.300805  -18.503969    9.679904   -8.645269  -17.469334  -14.548099   -9.222040   -8.782181   -8.361219  -17.185284   -8.937990   -8.540901    0.849427
   5    1.762405    1.762405   -6.699227    3.699785   -7.854020  -10.853462  -12.282414    3.191357    2.994278   -7.630150  -10.629592    3.415227    3.187272    0.862081
   6    4.701486    4.701486   -2.346187    1.315949   -3.861502   -4.891739   -5.924892    5.734639    5.644635   -3.793692   -4.823930    5.802448    5.706537    0.912884
   7    5.797176    5.797176   -0.371538    0.227393   -0.720844   -0.864989   -0.816055    5.748242    5.749130   -0.709722   -0.853867    5.759364    5.760050    0.981853
   8    5.851096    5.851096   -0.217239    0.100465   -0.904125   -1.020899   -1.129908    5.960105    5.956683   -0.895450   -1.012224    5.968779    5.965085    0.968612
   9    6.571197    6.571197   -4.033429    2.523712   -5.523356   -7.033073   -7.949959    7.488083    7.401875   -5.402745   -6.912461    7.608695    7.511146    0.905977
  10    6.944654    6.944654   -0.358147    0.166305   -1.162576   -1.354417   -1.604226    7.194463    7.185378   -1.146566   -1.338407    7.210473    7.200806    0.963634
  11    7.408006    7.408006   -1.748656    1.044148   -2.691371   -3.395879   -3.852033    7.864161    7.838778   -2.634252   -3.338760    7.921280    7.892718    0.944354
  12    8.892288    8.892288   -0.488099    0.234582   -1.377661   -1.631178   -1.902779    9.163890    9.152846   -1.352302   -1.605819    9.189249    9.177174    0.959340
  13    9.504699    9.504699   -0.932018    0.528480   -1.723122   -2.126660   -2.397465    9.775504    9.764045   -1.676771   -2.080310    9.821854    9.808434    0.957686
  14   11.420562   11.420562   -0.979459    0.512851   -2.333587   -2.800195   -3.346228   11.966595   11.933323   -2.280592   -2.747201   12.019589   11.983089    0.939067
  15   11.589269   11.589269   -3.116331    1.820439   -5.282970   -6.578862   -7.808826   12.819233   12.688427   -5.094016   -6.389907   13.008187   12.857286    0.893651
  16   12.851697   12.851697   -0.671844    0.360296   -1.719140   -2.030688   -2.474967   13.295976   13.274297   -1.696450   -2.007998   13.318666   13.295880    0.951203
 
       k =  0.083333  0.666667  0.000000 ik =  20 spin = 1

