# q=  0.10000000E-02  0.00000000E+00  0.00000000E+00  (qpt 1)
#ncbands         Re chi(0,0)              extrap   Re chi(Gmax,Gmax)              extrap
      36     -0.13592326E-02     -0.13762667E-02     -0.49571941E-04     -0.19507451E-03
      37     -0.13603689E-02     -0.13762667E-02     -0.50070922E-04     -0.19507451E-03
      38     -0.13613940E-02     -0.13762667E-02     -0.50566777E-04     -0.19507451E-03
      39     -0.13620156E-02     -0.13762667E-02     -0.50849258E-04     -0.19507451E-03
      40     -0.13624184E-02     -0.13762667E-02     -0.51131410E-04     -0.19507451E-03
      41     -0.13627244E-02     -0.13762667E-02     -0.51328330E-04     -0.19507451E-03
      42     -0.13630073E-02     -0.13762667E-02     -0.51542695E-04     -0.19507451E-03
      43     -0.13634589E-02     -0.13762667E-02     -0.51770675E-04     -0.19507451E-03
      44     -0.13637105E-02     -0.13762667E-02     -0.52063974E-04     -0.19507451E-03
      45     -0.13640146E-02     -0.13762667E-02     -0.52299623E-04     -0.19507451E-03
      46     -0.13642354E-02     -0.13762667E-02     -0.52495117E-04     -0.19507451E-03
      47     -0.13645208E-02     -0.13762667E-02     -0.52696129E-04     -0.19507451E-03
      48     -0.13647503E-02     -0.13762667E-02     -0.52928104E-04     -0.19507451E-03
      49     -0.13649901E-02     -0.13762667E-02     -0.53134339E-04     -0.19507451E-03
      50     -0.13651557E-02     -0.13762667E-02     -0.53332562E-04     -0.19507451E-03
      51     -0.13653696E-02     -0.13762667E-02     -0.53551847E-04     -0.19507451E-03
      52     -0.13656437E-02     -0.13762667E-02     -0.53881565E-04     -0.19507451E-03
      53     -0.13658761E-02     -0.13762667E-02     -0.54110411E-04     -0.19507451E-03
      54     -0.13660449E-02     -0.13762667E-02     -0.54394490E-04     -0.19507451E-03
      55     -0.13664909E-02     -0.13762667E-02     -0.54753638E-04     -0.19507451E-03
      56     -0.13667781E-02     -0.13762667E-02     -0.55117624E-04     -0.19507451E-03
      57     -0.13670301E-02     -0.13762667E-02     -0.55366125E-04     -0.19507451E-03
      58     -0.13672791E-02     -0.13762667E-02     -0.55634467E-04     -0.19507451E-03
      59     -0.13676455E-02     -0.13762667E-02     -0.55924677E-04     -0.19507451E-03
      60     -0.13680513E-02     -0.13762667E-02     -0.56335836E-04     -0.19507451E-03
      61     -0.13684371E-02     -0.13762667E-02     -0.56786884E-04     -0.19507451E-03
      62     -0.13686965E-02     -0.13762667E-02     -0.57181976E-04     -0.19507451E-03
      63     -0.13689280E-02     -0.13762667E-02     -0.57496344E-04     -0.19507451E-03
      64     -0.13690742E-02     -0.13762667E-02     -0.57710998E-04     -0.19507451E-03
      65     -0.13693078E-02     -0.13762667E-02     -0.58019566E-04     -0.19507451E-03
      66     -0.13694917E-02     -0.13762667E-02     -0.58332719E-04     -0.19507451E-03
      67     -0.13696892E-02     -0.13762667E-02     -0.58627629E-04     -0.19507451E-03
      68     -0.13698785E-02     -0.13762667E-02     -0.58947751E-04     -0.19507451E-03
      69     -0.13700512E-02     -0.13762667E-02     -0.59220277E-04     -0.19507451E-03
      70     -0.13702219E-02     -0.13762667E-02     -0.59488172E-04     -0.19507451E-03
      71     -0.13703666E-02     -0.13762667E-02     -0.59725707E-04     -0.19507451E-03
      72     -0.13705792E-02     -0.13762667E-02     -0.60068173E-04     -0.19507451E-03
      73     -0.13707436E-02     -0.13762667E-02     -0.60437053E-04     -0.19507451E-03
      74     -0.13708585E-02     -0.13762667E-02     -0.60681059E-04     -0.19507451E-03
      75     -0.13710101E-02     -0.13762667E-02     -0.60990620E-04     -0.19507451E-03
      76     -0.13711164E-02     -0.13762667E-02     -0.61226976E-04     -0.19507451E-03
      77     -0.13712273E-02     -0.13762667E-02     -0.61459039E-04     -0.19507451E-03
      78     -0.13713060E-02     -0.13762667E-02     -0.61630664E-04     -0.19507451E-03
      79     -0.13714021E-02     -0.13762667E-02     -0.61825986E-04     -0.19507451E-03
      80     -0.13714769E-02     -0.13762667E-02     -0.62010592E-04     -0.19507451E-03
      81     -0.13715500E-02     -0.13762667E-02     -0.62175009E-04     -0.19507451E-03
      82     -0.13716116E-02     -0.13762667E-02     -0.62325040E-04     -0.19507451E-03
      83     -0.13716744E-02     -0.13762667E-02     -0.62490451E-04     -0.19507451E-03
      84     -0.13717328E-02     -0.13762667E-02     -0.62636925E-04     -0.19507451E-03
      85     -0.13718116E-02     -0.13762667E-02     -0.62832146E-04     -0.19507451E-03
      86     -0.13718764E-02     -0.13762667E-02     -0.62989357E-04     -0.19507451E-03
      87     -0.13719543E-02     -0.13762667E-02     -0.63163480E-04     -0.19507451E-03
      88     -0.13720234E-02     -0.13762667E-02     -0.63340092E-04     -0.19507451E-03
      89     -0.13720818E-02     -0.13762667E-02     -0.63494598E-04     -0.19507451E-03
      90     -0.13721516E-02     -0.13762667E-02     -0.63712649E-04     -0.19507451E-03
      91     -0.13722019E-02     -0.13762667E-02     -0.63871012E-04     -0.19507451E-03
      92     -0.13722859E-02     -0.13762667E-02     -0.64148860E-04     -0.19507451E-03
      93     -0.13723733E-02     -0.13762667E-02     -0.64397312E-04     -0.19507451E-03
      94     -0.13724147E-02     -0.13762667E-02     -0.64592947E-04     -0.19507451E-03
      95     -0.13724742E-02     -0.13762667E-02     -0.64807492E-04     -0.19507451E-03
      96     -0.13725536E-02     -0.13762667E-02     -0.65126829E-04     -0.19507451E-03
      97     -0.13726367E-02     -0.13762667E-02     -0.65374416E-04     -0.19507451E-03
      98     -0.13726974E-02     -0.13762667E-02     -0.65590634E-04     -0.19507451E-03
      99     -0.13727583E-02     -0.13762667E-02     -0.65796761E-04     -0.19507451E-03
     100     -0.13728045E-02     -0.13762667E-02     -0.65964952E-04     -0.19507451E-03
     101     -0.13728540E-02     -0.13762667E-02     -0.66150079E-04     -0.19507451E-03
     102     -0.13729196E-02     -0.13762667E-02     -0.66390322E-04     -0.19507451E-03
     103     -0.13729823E-02     -0.13762667E-02     -0.66644854E-04     -0.19507451E-03
     104     -0.13730486E-02     -0.13762667E-02     -0.66903089E-04     -0.19507451E-03
     105     -0.13730973E-02     -0.13762667E-02     -0.67060582E-04     -0.19507451E-03
     106     -0.13731366E-02     -0.13762667E-02     -0.67230286E-04     -0.19507451E-03
     107     -0.13731727E-02     -0.13762667E-02     -0.67383743E-04     -0.19507451E-03
     108     -0.13732157E-02     -0.13762667E-02     -0.67532752E-04     -0.19507451E-03
     109     -0.13732532E-02     -0.13762667E-02     -0.67697701E-04     -0.19507451E-03
     110     -0.13732993E-02     -0.13762667E-02     -0.67854012E-04     -0.19507451E-03
     111     -0.13733426E-02     -0.13762667E-02     -0.68015234E-04     -0.19507451E-03
     112     -0.13733786E-02     -0.13762667E-02     -0.68185014E-04     -0.19507451E-03
     113     -0.13734184E-02     -0.13762667E-02     -0.68349387E-04     -0.19507451E-03
     114     -0.13734452E-02     -0.13762667E-02     -0.68486941E-04     -0.19507451E-03
     115     -0.13734952E-02     -0.13762667E-02     -0.68695582E-04     -0.19507451E-03
     116     -0.13735252E-02     -0.13762667E-02     -0.68847444E-04     -0.19507451E-03
     117     -0.13735595E-02     -0.13762667E-02     -0.69019956E-04     -0.19507451E-03
     118     -0.13735906E-02     -0.13762667E-02     -0.69189369E-04     -0.19507451E-03
     119     -0.13736324E-02     -0.13762667E-02     -0.69390727E-04     -0.19507451E-03
     120     -0.13736569E-02     -0.13762667E-02     -0.69542444E-04     -0.19507451E-03
     121     -0.13736906E-02     -0.13762667E-02     -0.69710657E-04     -0.19507451E-03
     122     -0.13737201E-02     -0.13762667E-02     -0.69874328E-04     -0.19507451E-03
     123     -0.13737494E-02     -0.13762667E-02     -0.70021950E-04     -0.19507451E-03
     124     -0.13737730E-02     -0.13762667E-02     -0.70166967E-04     -0.19507451E-03
     125     -0.13738161E-02     -0.13762667E-02     -0.70362457E-04     -0.19507451E-03
     126     -0.13738393E-02     -0.13762667E-02     -0.70539287E-04     -0.19507451E-03
     127     -0.13738795E-02     -0.13762667E-02     -0.70746836E-04     -0.19507451E-03
     128     -0.13738975E-02     -0.13762667E-02     -0.70880290E-04     -0.19507451E-03
     129     -0.13739297E-02     -0.13762667E-02     -0.71052958E-04     -0.19507451E-03
     130     -0.13739586E-02     -0.13762667E-02     -0.71226980E-04     -0.19507451E-03
     131     -0.13739826E-02     -0.13762667E-02     -0.71391070E-04     -0.19507451E-03
     132     -0.13740071E-02     -0.13762667E-02     -0.71564952E-04     -0.19507451E-03
     133     -0.13740392E-02     -0.13762667E-02     -0.71715042E-04     -0.19507451E-03
     134     -0.13740607E-02     -0.13762667E-02     -0.71838567E-04     -0.19507451E-03
     135     -0.13740777E-02     -0.13762667E-02     -0.71942144E-04     -0.19507451E-03
     136     -0.13741065E-02     -0.13762667E-02     -0.72113811E-04     -0.19507451E-03
     137     -0.13741334E-02     -0.13762667E-02     -0.72278299E-04     -0.19507451E-03
     138     -0.13741546E-02     -0.13762667E-02     -0.72436399E-04     -0.19507451E-03
     139     -0.13741702E-02     -0.13762667E-02     -0.72550247E-04     -0.19507451E-03
     140     -0.13742015E-02     -0.13762667E-02     -0.72691824E-04     -0.19507451E-03
     141     -0.13742178E-02     -0.13762667E-02     -0.72860308E-04     -0.19507451E-03
     142     -0.13742383E-02     -0.13762667E-02     -0.73001026E-04     -0.19507451E-03
     143     -0.13742582E-02     -0.13762667E-02     -0.73151237E-04     -0.19507451E-03
     144     -0.13742822E-02     -0.13762667E-02     -0.73326986E-04     -0.19507451E-03
     145     -0.13742978E-02     -0.13762667E-02     -0.73461232E-04     -0.19507451E-03
     146     -0.13743148E-02     -0.13762667E-02     -0.73608882E-04     -0.19507451E-03
     147     -0.13743376E-02     -0.13762667E-02     -0.73787267E-04     -0.19507451E-03
     148     -0.13743596E-02     -0.13762667E-02     -0.73970100E-04     -0.19507451E-03
     149     -0.13743750E-02     -0.13762667E-02     -0.74126228E-04     -0.19507451E-03
     150     -0.13744022E-02     -0.13762667E-02     -0.74344949E-04     -0.19507451E-03
     151     -0.13744191E-02     -0.13762667E-02     -0.74509603E-04     -0.19507451E-03
     152     -0.13744456E-02     -0.13762667E-02     -0.74685176E-04     -0.19507451E-03
     153     -0.13744701E-02     -0.13762667E-02     -0.74882325E-04     -0.19507451E-03
     154     -0.13744869E-02     -0.13762667E-02     -0.75041419E-04     -0.19507451E-03
     155     -0.13745041E-02     -0.13762667E-02     -0.75183587E-04     -0.19507451E-03
     156     -0.13745205E-02     -0.13762667E-02     -0.75354594E-04     -0.19507451E-03
     157     -0.13745347E-02     -0.13762667E-02     -0.75491688E-04     -0.19507451E-03
     158     -0.13745480E-02     -0.13762667E-02     -0.75615590E-04     -0.19507451E-03
     159     -0.13745707E-02     -0.13762667E-02     -0.75792787E-04     -0.19507451E-03
     160     -0.13745871E-02     -0.13762667E-02     -0.75953905E-04     -0.19507451E-03
     161     -0.13746020E-02     -0.13762667E-02     -0.76107484E-04     -0.19507451E-03
     162     -0.13746196E-02     -0.13762667E-02     -0.76287413E-04     -0.19507451E-03
     163     -0.13746389E-02     -0.13762667E-02     -0.76462573E-04     -0.19507451E-03
     164     -0.13746535E-02     -0.13762667E-02     -0.76646942E-04     -0.19507451E-03
     165     -0.13746741E-02     -0.13762667E-02     -0.76871569E-04     -0.19507451E-03
     166     -0.13746864E-02     -0.13762667E-02     -0.77025593E-04     -0.19507451E-03
     167     -0.13747085E-02     -0.13762667E-02     -0.77242863E-04     -0.19507451E-03
     168     -0.13747207E-02     -0.13762667E-02     -0.77391645E-04     -0.19507451E-03
     169     -0.13747450E-02     -0.13762667E-02     -0.77598935E-04     -0.19507451E-03
     170     -0.13747626E-02     -0.13762667E-02     -0.77786340E-04     -0.19507451E-03
     171     -0.13747827E-02     -0.13762667E-02     -0.78027286E-04     -0.19507451E-03
     172     -0.13747975E-02     -0.13762667E-02     -0.78210997E-04     -0.19507451E-03
     173     -0.13748135E-02     -0.13762667E-02     -0.78408140E-04     -0.19507451E-03
     174     -0.13748271E-02     -0.13762667E-02     -0.78552382E-04     -0.19507451E-03
     175     -0.13748478E-02     -0.13762667E-02     -0.78783759E-04     -0.19507451E-03
     176     -0.13748608E-02     -0.13762667E-02     -0.78955553E-04     -0.19507451E-03
     177     -0.13748753E-02     -0.13762667E-02     -0.79144310E-04     -0.19507451E-03
     178     -0.13748933E-02     -0.13762667E-02     -0.79352348E-04     -0.19507451E-03
     179     -0.13749056E-02     -0.13762667E-02     -0.79521715E-04     -0.19507451E-03
     180     -0.13749290E-02     -0.13762667E-02     -0.79784789E-04     -0.19507451E-03
     181     -0.13749404E-02     -0.13762667E-02     -0.79951738E-04     -0.19507451E-03
     182     -0.13749568E-02     -0.13762667E-02     -0.80162658E-04     -0.19507451E-03
     183     -0.13749690E-02     -0.13762667E-02     -0.80338120E-04     -0.19507451E-03
     184     -0.13749806E-02     -0.13762667E-02     -0.80504800E-04     -0.19507451E-03
     185     -0.13749924E-02     -0.13762667E-02     -0.80699482E-04     -0.19507451E-03
     186     -0.13750033E-02     -0.13762667E-02     -0.80871117E-04     -0.19507451E-03
     187     -0.13750150E-02     -0.13762667E-02     -0.81067110E-04     -0.19507451E-03
     188     -0.13750266E-02     -0.13762667E-02     -0.81249646E-04     -0.19507451E-03
     189     -0.13750387E-02     -0.13762667E-02     -0.81425836E-04     -0.19507451E-03
     190     -0.13750497E-02     -0.13762667E-02     -0.81594385E-04     -0.19507451E-03
     191     -0.13750606E-02     -0.13762667E-02     -0.81760610E-04     -0.19507451E-03
     192     -0.13750683E-02     -0.13762667E-02     -0.81897870E-04     -0.19507451E-03
     193     -0.13750771E-02     -0.13762667E-02     -0.82044328E-04     -0.19507451E-03
     194     -0.13750860E-02     -0.13762667E-02     -0.82184721E-04     -0.19507451E-03
     195     -0.13750979E-02     -0.13762667E-02     -0.82350039E-04     -0.19507451E-03
     196     -0.13751066E-02     -0.13762667E-02     -0.82485068E-04     -0.19507451E-03
     197     -0.13751160E-02     -0.13762667E-02     -0.82652022E-04     -0.19507451E-03
     198     -0.13751247E-02     -0.13762667E-02     -0.82804538E-04     -0.19507451E-03
     199     -0.13751326E-02     -0.13762667E-02     -0.82932421E-04     -0.19507451E-03
     200     -0.13751390E-02     -0.13762667E-02     -0.83058671E-04     -0.19507451E-03
     201     -0.13751476E-02     -0.13762667E-02     -0.83194547E-04     -0.19507451E-03
     202     -0.13751565E-02     -0.13762667E-02     -0.83325818E-04     -0.19507451E-03
     203     -0.13751642E-02     -0.13762667E-02     -0.83462402E-04     -0.19507451E-03
     204     -0.13751715E-02     -0.13762667E-02     -0.83590990E-04     -0.19507451E-03
     205     -0.13751793E-02     -0.13762667E-02     -0.83743593E-04     -0.19507451E-03
     206     -0.13751881E-02     -0.13762667E-02     -0.83906212E-04     -0.19507451E-03
     207     -0.13751974E-02     -0.13762667E-02     -0.84049870E-04     -0.19507451E-03
     208     -0.13752045E-02     -0.13762667E-02     -0.84183693E-04     -0.19507451E-03
     209     -0.13752121E-02     -0.13762667E-02     -0.84325669E-04     -0.19507451E-03
     210     -0.13752180E-02     -0.13762667E-02     -0.84466978E-04     -0.19507451E-03
     211     -0.13752278E-02     -0.13762667E-02     -0.84647459E-04     -0.19507451E-03
     212     -0.13752358E-02     -0.13762667E-02     -0.84794596E-04     -0.19507451E-03
     213     -0.13752417E-02     -0.13762667E-02     -0.84904219E-04     -0.19507451E-03
     214     -0.13752485E-02     -0.13762667E-02     -0.85033917E-04     -0.19507451E-03
     215     -0.13752549E-02     -0.13762667E-02     -0.85180998E-04     -0.19507451E-03
     216     -0.13752643E-02     -0.13762667E-02     -0.85344239E-04     -0.19507451E-03
     217     -0.13752717E-02     -0.13762667E-02     -0.85491080E-04     -0.19507451E-03
     218     -0.13752778E-02     -0.13762667E-02     -0.85618359E-04     -0.19507451E-03
     219     -0.13752840E-02     -0.13762667E-02     -0.85750518E-04     -0.19507451E-03
     220     -0.13752896E-02     -0.13762667E-02     -0.85891978E-04     -0.19507451E-03
     221     -0.13752966E-02     -0.13762667E-02     -0.86040011E-04     -0.19507451E-03
     222     -0.13753022E-02     -0.13762667E-02     -0.86166674E-04     -0.19507451E-03
     223     -0.13753092E-02     -0.13762667E-02     -0.86319294E-04     -0.19507451E-03
     224     -0.13753149E-02     -0.13762667E-02     -0.86447349E-04     -0.19507451E-03
     225     -0.13753220E-02     -0.13762667E-02     -0.86606701E-04     -0.19507451E-03
     226     -0.13753284E-02     -0.13762667E-02     -0.86765288E-04     -0.19507451E-03
     227     -0.13753350E-02     -0.13762667E-02     -0.86939951E-04     -0.19507451E-03
     228     -0.13753408E-02     -0.13762667E-02     -0.87095084E-04     -0.19507451E-03
     229     -0.13753479E-02     -0.13762667E-02     -0.87264676E-04     -0.19507451E-03
     230     -0.13753561E-02     -0.13762667E-02     -0.87424864E-04     -0.19507451E-03
     231     -0.13753613E-02     -0.13762667E-02     -0.87571651E-04     -0.19507451E-03
     232     -0.13753660E-02     -0.13762667E-02     -0.87680875E-04     -0.19507451E-03
     233     -0.13753710E-02     -0.13762667E-02     -0.87810764E-04     -0.19507451E-03
     234     -0.13753770E-02     -0.13762667E-02     -0.87943861E-04     -0.19507451E-03
     235     -0.13753840E-02     -0.13762667E-02     -0.88106459E-04     -0.19507451E-03
     236     -0.13753890E-02     -0.13762667E-02     -0.88262687E-04     -0.19507451E-03
     237     -0.13753945E-02     -0.13762667E-02     -0.88432076E-04     -0.19507451E-03
     238     -0.13754004E-02     -0.13762667E-02     -0.88572383E-04     -0.19507451E-03
     239     -0.13754057E-02     -0.13762667E-02     -0.88719618E-04     -0.19507451E-03
     240     -0.13754098E-02     -0.13762667E-02     -0.88856140E-04     -0.19507451E-03
     241     -0.13754149E-02     -0.13762667E-02     -0.89010833E-04     -0.19507451E-03
     242     -0.13754188E-02     -0.13762667E-02     -0.89146009E-04     -0.19507451E-03
     243     -0.13754239E-02     -0.13762667E-02     -0.89303040E-04     -0.19507451E-03
     244     -0.13754291E-02     -0.13762667E-02     -0.89440868E-04     -0.19507451E-03
     245     -0.13754344E-02     -0.13762667E-02     -0.89594557E-04     -0.19507451E-03
     246     -0.13754391E-02     -0.13762667E-02     -0.89706466E-04     -0.19507451E-03
     247     -0.13754434E-02     -0.13762667E-02     -0.89835013E-04     -0.19507451E-03
     248     -0.13754483E-02     -0.13762667E-02     -0.89974629E-04     -0.19507451E-03
     249     -0.13754527E-02     -0.13762667E-02     -0.90125594E-04     -0.19507451E-03
     250     -0.13754580E-02     -0.13762667E-02     -0.90278073E-04     -0.19507451E-03
     251     -0.13754632E-02     -0.13762667E-02     -0.90427513E-04     -0.19507451E-03
     252     -0.13754679E-02     -0.13762667E-02     -0.90578462E-04     -0.19507451E-03
     253     -0.13754732E-02     -0.13762667E-02     -0.90721463E-04     -0.19507451E-03
     254     -0.13754772E-02     -0.13762667E-02     -0.90853323E-04     -0.19507451E-03
     255     -0.13754818E-02     -0.13762667E-02     -0.90994936E-04     -0.19507451E-03
     256     -0.13754862E-02     -0.13762667E-02     -0.91140615E-04     -0.19507451E-03
     257     -0.13754899E-02     -0.13762667E-02     -0.91271436E-04     -0.19507451E-03
     258     -0.13754936E-02     -0.13762667E-02     -0.91389434E-04     -0.19507451E-03
     259     -0.13754987E-02     -0.13762667E-02     -0.91544715E-04     -0.19507451E-03
     260     -0.13755047E-02     -0.13762667E-02     -0.91724943E-04     -0.19507451E-03
     261     -0.13755083E-02     -0.13762667E-02     -0.91850890E-04     -0.19507451E-03
     262     -0.13755138E-02     -0.13762667E-02     -0.91993980E-04     -0.19507451E-03
     263     -0.13755169E-02     -0.13762667E-02     -0.92119051E-04     -0.19507451E-03
     264     -0.13755215E-02     -0.13762667E-02     -0.92259674E-04     -0.19507451E-03
     265     -0.13755247E-02     -0.13762667E-02     -0.92369313E-04     -0.19507451E-03
     266     -0.13755297E-02     -0.13762667E-02     -0.92520339E-04     -0.19507451E-03
     267     -0.13755329E-02     -0.13762667E-02     -0.92641820E-04     -0.19507451E-03
     268     -0.13755384E-02     -0.13762667E-02     -0.92844048E-04     -0.19507451E-03
     269     -0.13755418E-02     -0.13762667E-02     -0.92968244E-04     -0.19507451E-03
     270     -0.13755457E-02     -0.13762667E-02     -0.93112782E-04     -0.19507451E-03
     271     -0.13755505E-02     -0.13762667E-02     -0.93267218E-04     -0.19507451E-03
     272     -0.13755536E-02     -0.13762667E-02     -0.93385610E-04     -0.19507451E-03
     273     -0.13755595E-02     -0.13762667E-02     -0.93559853E-04     -0.19507451E-03
     274     -0.13755636E-02     -0.13762667E-02     -0.93697159E-04     -0.19507451E-03
     275     -0.13755670E-02     -0.13762667E-02     -0.93826405E-04     -0.19507451E-03
     276     -0.13755709E-02     -0.13762667E-02     -0.93986951E-04     -0.19507451E-03
     277     -0.13755753E-02     -0.13762667E-02     -0.94133974E-04     -0.19507451E-03
     278     -0.13755781E-02     -0.13762667E-02     -0.94267479E-04     -0.19507451E-03
     279     -0.13755816E-02     -0.13762667E-02     -0.94401391E-04     -0.19507451E-03
     280     -0.13755848E-02     -0.13762667E-02     -0.94544626E-04     -0.19507451E-03
     281     -0.13755885E-02     -0.13762667E-02     -0.94672577E-04     -0.19507451E-03
     282     -0.13755913E-02     -0.13762667E-02     -0.94829362E-04     -0.19507451E-03
     283     -0.13755956E-02     -0.13762667E-02     -0.94997445E-04     -0.19507451E-03
     284     -0.13755985E-02     -0.13762667E-02     -0.95133624E-04     -0.19507451E-03
     285     -0.13756030E-02     -0.13762667E-02     -0.95275641E-04     -0.19507451E-03
     286     -0.13756064E-02     -0.13762667E-02     -0.95417351E-04     -0.19507451E-03
     287     -0.13756105E-02     -0.13762667E-02     -0.95589743E-04     -0.19507451E-03
     288     -0.13756140E-02     -0.13762667E-02     -0.95724785E-04     -0.19507451E-03
     289     -0.13756177E-02     -0.13762667E-02     -0.95881947E-04     -0.19507451E-03
     290     -0.13756204E-02     -0.13762667E-02     -0.96004925E-04     -0.19507451E-03
     291     -0.13756233E-02     -0.13762667E-02     -0.96150279E-04     -0.19507451E-03
     292     -0.13756265E-02     -0.13762667E-02     -0.96321001E-04     -0.19507451E-03
     293     -0.13756292E-02     -0.13762667E-02     -0.96459932E-04     -0.19507451E-03
     294     -0.13756319E-02     -0.13762667E-02     -0.96588654E-04     -0.19507451E-03
     295     -0.13756345E-02     -0.13762667E-02     -0.96724683E-04     -0.19507451E-03
     296     -0.13756377E-02     -0.13762667E-02     -0.96870301E-04     -0.19507451E-03
     297     -0.13756412E-02     -0.13762667E-02     -0.97017720E-04     -0.19507451E-03
     298     -0.13756446E-02     -0.13762667E-02     -0.97173880E-04     -0.19507451E-03
     299     -0.13756471E-02     -0.13762667E-02     -0.97304523E-04     -0.19507451E-03
     300     -0.13756502E-02     -0.13762667E-02     -0.97455964E-04     -0.19507451E-03
     301     -0.13756540E-02     -0.13762667E-02     -0.97620069E-04     -0.19507451E-03
     302     -0.13756569E-02     -0.13762667E-02     -0.97749173E-04     -0.19507451E-03
     303     -0.13756595E-02     -0.13762667E-02     -0.97880242E-04     -0.19507451E-03
     304     -0.13756616E-02     -0.13762667E-02     -0.97993251E-04     -0.19507451E-03
     305     -0.13756641E-02     -0.13762667E-02     -0.98135157E-04     -0.19507451E-03
     306     -0.13756667E-02     -0.13762667E-02     -0.98260364E-04     -0.19507451E-03
     307     -0.13756697E-02     -0.13762667E-02     -0.98435283E-04     -0.19507451E-03
     308     -0.13756720E-02     -0.13762667E-02     -0.98572541E-04     -0.19507451E-03
     309     -0.13756746E-02     -0.13762667E-02     -0.98730133E-04     -0.19507451E-03
     310     -0.13756778E-02     -0.13762667E-02     -0.98905878E-04     -0.19507451E-03
     311     -0.13756806E-02     -0.13762667E-02     -0.99051339E-04     -0.19507451E-03
     312     -0.13756832E-02     -0.13762667E-02     -0.99200967E-04     -0.19507451E-03
     313     -0.13756857E-02     -0.13762667E-02     -0.99341109E-04     -0.19507451E-03
     314     -0.13756882E-02     -0.13762667E-02     -0.99469626E-04     -0.19507451E-03
     315     -0.13756907E-02     -0.13762667E-02     -0.99621696E-04     -0.19507451E-03
     316     -0.13756929E-02     -0.13762667E-02     -0.99752644E-04     -0.19507451E-03
     317     -0.13756945E-02     -0.13762667E-02     -0.99879452E-04     -0.19507451E-03
     318     -0.13756974E-02     -0.13762667E-02     -0.10002990E-03     -0.19507451E-03
     319     -0.13756994E-02     -0.13762667E-02     -0.10017534E-03     -0.19507451E-03
     320     -0.13757017E-02     -0.13762667E-02     -0.10032307E-03     -0.19507451E-03
     321     -0.13757035E-02     -0.13762667E-02     -0.10043940E-03     -0.19507451E-03
     322     -0.13757055E-02     -0.13762667E-02     -0.10056692E-03     -0.19507451E-03
     323     -0.13757081E-02     -0.13762667E-02     -0.10072491E-03     -0.19507451E-03
     324     -0.13757096E-02     -0.13762667E-02     -0.10084211E-03     -0.19507451E-03
     325     -0.13757111E-02     -0.13762667E-02     -0.10095524E-03     -0.19507451E-03
     326     -0.13757140E-02     -0.13762667E-02     -0.10112150E-03     -0.19507451E-03
     327     -0.13757161E-02     -0.13762667E-02     -0.10126468E-03     -0.19507451E-03
     328     -0.13757180E-02     -0.13762667E-02     -0.10141045E-03     -0.19507451E-03
     329     -0.13757197E-02     -0.13762667E-02     -0.10153132E-03     -0.19507451E-03
     330     -0.13757222E-02     -0.13762667E-02     -0.10168511E-03     -0.19507451E-03
     331     -0.13757248E-02     -0.13762667E-02     -0.10184449E-03     -0.19507451E-03
     332     -0.13757270E-02     -0.13762667E-02     -0.10199912E-03     -0.19507451E-03
     333     -0.13757286E-02     -0.13762667E-02     -0.10212720E-03     -0.19507451E-03
     334     -0.13757307E-02     -0.13762667E-02     -0.10228030E-03     -0.19507451E-03
     335     -0.13757328E-02     -0.13762667E-02     -0.10240490E-03     -0.19507451E-03
     336     -0.13757347E-02     -0.13762667E-02     -0.10254606E-03     -0.19507451E-03
     337     -0.13757368E-02     -0.13762667E-02     -0.10271481E-03     -0.19507451E-03
     338     -0.13757390E-02     -0.13762667E-02     -0.10288000E-03     -0.19507451E-03
     339     -0.13757407E-02     -0.13762667E-02     -0.10302589E-03     -0.19507451E-03
     340     -0.13757431E-02     -0.13762667E-02     -0.10316307E-03     -0.19507451E-03
     341     -0.13757448E-02     -0.13762667E-02     -0.10328243E-03     -0.19507451E-03
     342     -0.13757465E-02     -0.13762667E-02     -0.10341363E-03     -0.19507451E-03
     343     -0.13757482E-02     -0.13762667E-02     -0.10355047E-03     -0.19507451E-03
     344     -0.13757499E-02     -0.13762667E-02     -0.10369299E-03     -0.19507451E-03
     345     -0.13757521E-02     -0.13762667E-02     -0.10384157E-03     -0.19507451E-03
     346     -0.13757533E-02     -0.13762667E-02     -0.10395508E-03     -0.19507451E-03
     347     -0.13757549E-02     -0.13762667E-02     -0.10409490E-03     -0.19507451E-03
     348     -0.13757567E-02     -0.13762667E-02     -0.10422494E-03     -0.19507451E-03
     349     -0.13757583E-02     -0.13762667E-02     -0.10435232E-03     -0.19507451E-03
     350     -0.13757594E-02     -0.13762667E-02     -0.10448199E-03     -0.19507451E-03
     351     -0.13757619E-02     -0.13762667E-02     -0.10462218E-03     -0.19507451E-03
     352     -0.13757629E-02     -0.13762667E-02     -0.10473429E-03     -0.19507451E-03
     353     -0.13757651E-02     -0.13762667E-02     -0.10489424E-03     -0.19507451E-03
     354     -0.13757668E-02     -0.13762667E-02     -0.10504064E-03     -0.19507451E-03
     355     -0.13757683E-02     -0.13762667E-02     -0.10517198E-03     -0.19507451E-03
     356     -0.13757701E-02     -0.13762667E-02     -0.10531786E-03     -0.19507451E-03
     357     -0.13757720E-02     -0.13762667E-02     -0.10545711E-03     -0.19507451E-03
     358     -0.13757735E-02     -0.13762667E-02     -0.10559860E-03     -0.19507451E-03
