# q=  0.43737296E-03  0.00000000E+00  0.00000000E+00  (qpt 1)
#ncbands         Re chi(0,0)              extrap   Re chi(Gmax,Gmax)              extrap
     292     -0.95899681E-06     -0.95934146E-06     -0.85389554E-04     -0.17084870E-03
     293     -0.95899820E-06     -0.95934146E-06     -0.85500996E-04     -0.17084870E-03
     294     -0.95899976E-06     -0.95934146E-06     -0.85617627E-04     -0.17084870E-03
     295     -0.95900115E-06     -0.95934146E-06     -0.85733021E-04     -0.17084870E-03
     296     -0.95900289E-06     -0.95934146E-06     -0.85878681E-04     -0.17084870E-03
     297     -0.95900483E-06     -0.95934146E-06     -0.86021050E-04     -0.17084870E-03
     298     -0.95900664E-06     -0.95934146E-06     -0.86174567E-04     -0.17084870E-03
     299     -0.95900802E-06     -0.95934146E-06     -0.86293844E-04     -0.17084870E-03
     300     -0.95900971E-06     -0.95934146E-06     -0.86432517E-04     -0.17084870E-03
     301     -0.95901174E-06     -0.95934146E-06     -0.86601238E-04     -0.17084870E-03
     302     -0.95901330E-06     -0.95934146E-06     -0.86724290E-04     -0.17084870E-03
     303     -0.95901469E-06     -0.95934146E-06     -0.86837566E-04     -0.17084870E-03
     304     -0.95901585E-06     -0.95934146E-06     -0.86936150E-04     -0.17084870E-03
     305     -0.95901724E-06     -0.95934146E-06     -0.87041038E-04     -0.17084870E-03
     306     -0.95901871E-06     -0.95934146E-06     -0.87145322E-04     -0.17084870E-03
     307     -0.95902035E-06     -0.95934146E-06     -0.87309408E-04     -0.17084870E-03
     308     -0.95902161E-06     -0.95934146E-06     -0.87423964E-04     -0.17084870E-03
     309     -0.95902301E-06     -0.95934146E-06     -0.87576115E-04     -0.17084870E-03
     310     -0.95902472E-06     -0.95934146E-06     -0.87752989E-04     -0.17084870E-03
     311     -0.95902623E-06     -0.95934146E-06     -0.87880391E-04     -0.17084870E-03
     312     -0.95902760E-06     -0.95934146E-06     -0.88031049E-04     -0.17084870E-03
     313     -0.95902894E-06     -0.95934146E-06     -0.88140959E-04     -0.17084870E-03
     314     -0.95903033E-06     -0.95934146E-06     -0.88266126E-04     -0.17084870E-03
     315     -0.95903169E-06     -0.95934146E-06     -0.88394693E-04     -0.17084870E-03
     316     -0.95903287E-06     -0.95934146E-06     -0.88516787E-04     -0.17084870E-03
     317     -0.95903373E-06     -0.95934146E-06     -0.88610265E-04     -0.17084870E-03
     318     -0.95903531E-06     -0.95934146E-06     -0.88765419E-04     -0.17084870E-03
     319     -0.95903642E-06     -0.95934146E-06     -0.88880427E-04     -0.17084870E-03
     320     -0.95903766E-06     -0.95934146E-06     -0.89023455E-04     -0.17084870E-03
     321     -0.95903860E-06     -0.95934146E-06     -0.89125518E-04     -0.17084870E-03
     322     -0.95903970E-06     -0.95934146E-06     -0.89233060E-04     -0.17084870E-03
     323     -0.95904105E-06     -0.95934146E-06     -0.89400396E-04     -0.17084870E-03
     324     -0.95904187E-06     -0.95934146E-06     -0.89490380E-04     -0.17084870E-03
     325     -0.95904263E-06     -0.95934146E-06     -0.89573423E-04     -0.17084870E-03
     326     -0.95904419E-06     -0.95934146E-06     -0.89754392E-04     -0.17084870E-03
     327     -0.95904533E-06     -0.95934146E-06     -0.89884650E-04     -0.17084870E-03
     328     -0.95904636E-06     -0.95934146E-06     -0.90008928E-04     -0.17084870E-03
     329     -0.95904724E-06     -0.95934146E-06     -0.90126866E-04     -0.17084870E-03
     330     -0.95904862E-06     -0.95934146E-06     -0.90299198E-04     -0.17084870E-03
     331     -0.95905008E-06     -0.95934146E-06     -0.90449089E-04     -0.17084870E-03
     332     -0.95905128E-06     -0.95934146E-06     -0.90621915E-04     -0.17084870E-03
     333     -0.95905218E-06     -0.95934146E-06     -0.90714585E-04     -0.17084870E-03
     334     -0.95905326E-06     -0.95934146E-06     -0.90839421E-04     -0.17084870E-03
     335     -0.95905442E-06     -0.95934146E-06     -0.90961908E-04     -0.17084870E-03
     336     -0.95905548E-06     -0.95934146E-06     -0.91088712E-04     -0.17084870E-03
     337     -0.95905659E-06     -0.95934146E-06     -0.91259255E-04     -0.17084870E-03
     338     -0.95905774E-06     -0.95934146E-06     -0.91417015E-04     -0.17084870E-03
     339     -0.95905869E-06     -0.95934146E-06     -0.91529085E-04     -0.17084870E-03
     340     -0.95905998E-06     -0.95934146E-06     -0.91663143E-04     -0.17084870E-03
     341     -0.95906091E-06     -0.95934146E-06     -0.91775746E-04     -0.17084870E-03
     342     -0.95906188E-06     -0.95934146E-06     -0.91880864E-04     -0.17084870E-03
     343     -0.95906274E-06     -0.95934146E-06     -0.91998729E-04     -0.17084870E-03
     344     -0.95906373E-06     -0.95934146E-06     -0.92129371E-04     -0.17084870E-03
     345     -0.95906489E-06     -0.95934146E-06     -0.92294470E-04     -0.17084870E-03
     346     -0.95906561E-06     -0.95934146E-06     -0.92373596E-04     -0.17084870E-03
     347     -0.95906646E-06     -0.95934146E-06     -0.92503972E-04     -0.17084870E-03
     348     -0.95906747E-06     -0.95934146E-06     -0.92621691E-04     -0.17084870E-03
     349     -0.95906827E-06     -0.95934146E-06     -0.92735452E-04     -0.17084870E-03
     350     -0.95906890E-06     -0.95934146E-06     -0.92822910E-04     -0.17084870E-03
     351     -0.95907026E-06     -0.95934146E-06     -0.92997117E-04     -0.17084870E-03
     352     -0.95907079E-06     -0.95934146E-06     -0.93070701E-04     -0.17084870E-03
     353     -0.95907199E-06     -0.95934146E-06     -0.93266155E-04     -0.17084870E-03
     354     -0.95907290E-06     -0.95934146E-06     -0.93393262E-04     -0.17084870E-03
     355     -0.95907375E-06     -0.95934146E-06     -0.93501738E-04     -0.17084870E-03
     356     -0.95907473E-06     -0.95934146E-06     -0.93624457E-04     -0.17084870E-03
     357     -0.95907580E-06     -0.95934146E-06     -0.93762041E-04     -0.17084870E-03
     358     -0.95907660E-06     -0.95934146E-06     -0.93887675E-04     -0.17084870E-03
     359     -0.95907755E-06     -0.95934146E-06     -0.94025629E-04     -0.17084870E-03
     360     -0.95907840E-06     -0.95934146E-06     -0.94140839E-04     -0.17084870E-03
     361     -0.95907933E-06     -0.95934146E-06     -0.94248497E-04     -0.17084870E-03
     362     -0.95908049E-06     -0.95934146E-06     -0.94411856E-04     -0.17084870E-03
     363     -0.95908141E-06     -0.95934146E-06     -0.94542227E-04     -0.17084870E-03
     364     -0.95908221E-06     -0.95934146E-06     -0.94665864E-04     -0.17084870E-03
     365     -0.95908308E-06     -0.95934146E-06     -0.94800911E-04     -0.17084870E-03
     366     -0.95908397E-06     -0.95934146E-06     -0.94961456E-04     -0.17084870E-03
     367     -0.95908465E-06     -0.95934146E-06     -0.95066303E-04     -0.17084870E-03
     368     -0.95908527E-06     -0.95934146E-06     -0.95171965E-04     -0.17084870E-03
     369     -0.95908595E-06     -0.95934146E-06     -0.95264489E-04     -0.17084870E-03
     370     -0.95908689E-06     -0.95934146E-06     -0.95395654E-04     -0.17084870E-03
     371     -0.95908757E-06     -0.95934146E-06     -0.95492765E-04     -0.17084870E-03
     372     -0.95908839E-06     -0.95934146E-06     -0.95624980E-04     -0.17084870E-03
     373     -0.95908983E-06     -0.95934146E-06     -0.95835783E-04     -0.17084870E-03
     374     -0.95909079E-06     -0.95934146E-06     -0.95978482E-04     -0.17084870E-03
     375     -0.95909149E-06     -0.95934146E-06     -0.96086955E-04     -0.17084870E-03
     376     -0.95909204E-06     -0.95934146E-06     -0.96178470E-04     -0.17084870E-03
     377     -0.95909268E-06     -0.95934146E-06     -0.96276695E-04     -0.17084870E-03
     378     -0.95909360E-06     -0.95934146E-06     -0.96395562E-04     -0.17084870E-03
     379     -0.95909429E-06     -0.95934146E-06     -0.96495102E-04     -0.17084870E-03
     380     -0.95909502E-06     -0.95934146E-06     -0.96600253E-04     -0.17084870E-03
     381     -0.95909587E-06     -0.95934146E-06     -0.96720796E-04     -0.17084870E-03
     382     -0.95909673E-06     -0.95934146E-06     -0.96851629E-04     -0.17084870E-03
     383     -0.95909768E-06     -0.95934146E-06     -0.97016514E-04     -0.17084870E-03
     384     -0.95909852E-06     -0.95934146E-06     -0.97155295E-04     -0.17084870E-03
     385     -0.95909952E-06     -0.95934146E-06     -0.97297688E-04     -0.17084870E-03
     386     -0.95910042E-06     -0.95934146E-06     -0.97476018E-04     -0.17084870E-03
     387     -0.95910105E-06     -0.95934146E-06     -0.97570748E-04     -0.17084870E-03
     388     -0.95910183E-06     -0.95934146E-06     -0.97705233E-04     -0.17084870E-03
     389     -0.95910268E-06     -0.95934146E-06     -0.97852776E-04     -0.17084870E-03
     390     -0.95910323E-06     -0.95934146E-06     -0.97947793E-04     -0.17084870E-03
     391     -0.95910395E-06     -0.95934146E-06     -0.98077317E-04     -0.17084870E-03
     392     -0.95910469E-06     -0.95934146E-06     -0.98211382E-04     -0.17084870E-03
     393     -0.95910533E-06     -0.95934146E-06     -0.98318889E-04     -0.17084870E-03
     394     -0.95910620E-06     -0.95934146E-06     -0.98492197E-04     -0.17084870E-03
     395     -0.95910716E-06     -0.95934146E-06     -0.98656002E-04     -0.17084870E-03
     396     -0.95910787E-06     -0.95934146E-06     -0.98773132E-04     -0.17084870E-03
     397     -0.95910869E-06     -0.95934146E-06     -0.98911003E-04     -0.17084870E-03
     398     -0.95910950E-06     -0.95934146E-06     -0.99052698E-04     -0.17084870E-03
     399     -0.95911020E-06     -0.95934146E-06     -0.99159671E-04     -0.17084870E-03
     400     -0.95911088E-06     -0.95934146E-06     -0.99295758E-04     -0.17084870E-03
     401     -0.95911137E-06     -0.95934146E-06     -0.99380060E-04     -0.17084870E-03
     402     -0.95911190E-06     -0.95934146E-06     -0.99501683E-04     -0.17084870E-03
     403     -0.95911244E-06     -0.95934146E-06     -0.99608180E-04     -0.17084870E-03
     404     -0.95911290E-06     -0.95934146E-06     -0.99693451E-04     -0.17084870E-03
     405     -0.95911342E-06     -0.95934146E-06     -0.99803677E-04     -0.17084870E-03
     406     -0.95911389E-06     -0.95934146E-06     -0.99885005E-04     -0.17084870E-03
     407     -0.95911446E-06     -0.95934146E-06     -0.99987828E-04     -0.17084870E-03
     408     -0.95911498E-06     -0.95934146E-06     -0.10008566E-03     -0.17084870E-03
     409     -0.95911557E-06     -0.95934146E-06     -0.10018648E-03     -0.17084870E-03
     410     -0.95911605E-06     -0.95934146E-06     -0.10027627E-03     -0.17084870E-03
     411     -0.95911674E-06     -0.95934146E-06     -0.10043406E-03     -0.17084870E-03
     412     -0.95911744E-06     -0.95934146E-06     -0.10055904E-03     -0.17084870E-03
     413     -0.95911806E-06     -0.95934146E-06     -0.10068286E-03     -0.17084870E-03
     414     -0.95911870E-06     -0.95934146E-06     -0.10079644E-03     -0.17084870E-03
     415     -0.95911919E-06     -0.95934146E-06     -0.10089507E-03     -0.17084870E-03
     416     -0.95911971E-06     -0.95934146E-06     -0.10099690E-03     -0.17084870E-03
     417     -0.95912057E-06     -0.95934146E-06     -0.10114880E-03     -0.17084870E-03
     418     -0.95912117E-06     -0.95934146E-06     -0.10126637E-03     -0.17084870E-03
     419     -0.95912178E-06     -0.95934146E-06     -0.10138947E-03     -0.17084870E-03
     420     -0.95912235E-06     -0.95934146E-06     -0.10149830E-03     -0.17084870E-03
     421     -0.95912303E-06     -0.95934146E-06     -0.10163117E-03     -0.17084870E-03
     422     -0.95912377E-06     -0.95934146E-06     -0.10175982E-03     -0.17084870E-03
     423     -0.95912450E-06     -0.95934146E-06     -0.10191208E-03     -0.17084870E-03
     424     -0.95912500E-06     -0.95934146E-06     -0.10202559E-03     -0.17084870E-03
     425     -0.95912565E-06     -0.95934146E-06     -0.10215862E-03     -0.17084870E-03
     426     -0.95912615E-06     -0.95934146E-06     -0.10228670E-03     -0.17084870E-03
     427     -0.95912709E-06     -0.95934146E-06     -0.10246770E-03     -0.17084870E-03
     428     -0.95912749E-06     -0.95934146E-06     -0.10255642E-03     -0.17084870E-03
     429     -0.95912824E-06     -0.95934146E-06     -0.10273103E-03     -0.17084870E-03
     430     -0.95912891E-06     -0.95934146E-06     -0.10286822E-03     -0.17084870E-03
     431     -0.95912962E-06     -0.95934146E-06     -0.10303104E-03     -0.17084870E-03
     432     -0.95913016E-06     -0.95934146E-06     -0.10315036E-03     -0.17084870E-03
     433     -0.95913057E-06     -0.95934146E-06     -0.10324278E-03     -0.17084870E-03
     434     -0.95913102E-06     -0.95934146E-06     -0.10334580E-03     -0.17084870E-03
     435     -0.95913175E-06     -0.95934146E-06     -0.10349345E-03     -0.17084870E-03
     436     -0.95913244E-06     -0.95934146E-06     -0.10365686E-03     -0.17084870E-03
     437     -0.95913288E-06     -0.95934146E-06     -0.10376346E-03     -0.17084870E-03
     438     -0.95913353E-06     -0.95934146E-06     -0.10391331E-03     -0.17084870E-03
     439     -0.95913412E-06     -0.95934146E-06     -0.10406991E-03     -0.17084870E-03
     440     -0.95913448E-06     -0.95934146E-06     -0.10415351E-03     -0.17084870E-03
     441     -0.95913504E-06     -0.95934146E-06     -0.10429410E-03     -0.17084870E-03
     442     -0.95913571E-06     -0.95934146E-06     -0.10446470E-03     -0.17084870E-03
     443     -0.95913619E-06     -0.95934146E-06     -0.10458404E-03     -0.17084870E-03
     444     -0.95913678E-06     -0.95934146E-06     -0.10470666E-03     -0.17084870E-03
     445     -0.95913722E-06     -0.95934146E-06     -0.10482627E-03     -0.17084870E-03
     446     -0.95913789E-06     -0.95934146E-06     -0.10498901E-03     -0.17084870E-03
     447     -0.95913842E-06     -0.95934146E-06     -0.10512236E-03     -0.17084870E-03
     448     -0.95913924E-06     -0.95934146E-06     -0.10533435E-03     -0.17084870E-03
     449     -0.95913969E-06     -0.95934146E-06     -0.10545272E-03     -0.17084870E-03
     450     -0.95914028E-06     -0.95934146E-06     -0.10561143E-03     -0.17084870E-03
     451     -0.95914058E-06     -0.95934146E-06     -0.10568955E-03     -0.17084870E-03
     452     -0.95914127E-06     -0.95934146E-06     -0.10586813E-03     -0.17084870E-03
     453     -0.95914160E-06     -0.95934146E-06     -0.10598171E-03     -0.17084870E-03
     454     -0.95914218E-06     -0.95934146E-06     -0.10616064E-03     -0.17084870E-03
     455     -0.95914260E-06     -0.95934146E-06     -0.10629964E-03     -0.17084870E-03
     456     -0.95914315E-06     -0.95934146E-06     -0.10648574E-03     -0.17084870E-03
     457     -0.95914352E-06     -0.95934146E-06     -0.10660678E-03     -0.17084870E-03
     458     -0.95914417E-06     -0.95934146E-06     -0.10678277E-03     -0.17084870E-03
     459     -0.95914480E-06     -0.95934146E-06     -0.10695167E-03     -0.17084870E-03
     460     -0.95914522E-06     -0.95934146E-06     -0.10707337E-03     -0.17084870E-03
     461     -0.95914557E-06     -0.95934146E-06     -0.10717027E-03     -0.17084870E-03
     462     -0.95914599E-06     -0.95934146E-06     -0.10731555E-03     -0.17084870E-03
     463     -0.95914645E-06     -0.95934146E-06     -0.10745931E-03     -0.17084870E-03
     464     -0.95914674E-06     -0.95934146E-06     -0.10754571E-03     -0.17084870E-03
     465     -0.95914708E-06     -0.95934146E-06     -0.10763688E-03     -0.17084870E-03
     466     -0.95914734E-06     -0.95934146E-06     -0.10771390E-03     -0.17084870E-03
     467     -0.95914788E-06     -0.95934146E-06     -0.10785985E-03     -0.17084870E-03
     468     -0.95914835E-06     -0.95934146E-06     -0.10798716E-03     -0.17084870E-03
     469     -0.95914868E-06     -0.95934146E-06     -0.10808229E-03     -0.17084870E-03
     470     -0.95914898E-06     -0.95934146E-06     -0.10817954E-03     -0.17084870E-03
     471     -0.95914932E-06     -0.95934146E-06     -0.10828406E-03     -0.17084870E-03
     472     -0.95914970E-06     -0.95934146E-06     -0.10841727E-03     -0.17084870E-03
     473     -0.95915011E-06     -0.95934146E-06     -0.10855139E-03     -0.17084870E-03
     474     -0.95915039E-06     -0.95934146E-06     -0.10865342E-03     -0.17084870E-03
     475     -0.95915078E-06     -0.95934146E-06     -0.10877942E-03     -0.17084870E-03
     476     -0.95915114E-06     -0.95934146E-06     -0.10892880E-03     -0.17084870E-03
     477     -0.95915149E-06     -0.95934146E-06     -0.10904418E-03     -0.17084870E-03
     478     -0.95915182E-06     -0.95934146E-06     -0.10917866E-03     -0.17084870E-03
     479     -0.95915230E-06     -0.95934146E-06     -0.10931242E-03     -0.17084870E-03
     480     -0.95915276E-06     -0.95934146E-06     -0.10947119E-03     -0.17084870E-03
     481     -0.95915308E-06     -0.95934146E-06     -0.10958848E-03     -0.17084870E-03
     482     -0.95915348E-06     -0.95934146E-06     -0.10971014E-03     -0.17084870E-03
     483     -0.95915396E-06     -0.95934146E-06     -0.10985739E-03     -0.17084870E-03
     484     -0.95915433E-06     -0.95934146E-06     -0.11000131E-03     -0.17084870E-03
     485     -0.95915472E-06     -0.95934146E-06     -0.11015268E-03     -0.17084870E-03
     486     -0.95915502E-06     -0.95934146E-06     -0.11025791E-03     -0.17084870E-03
     487     -0.95915543E-06     -0.95934146E-06     -0.11042805E-03     -0.17084870E-03
     488     -0.95915573E-06     -0.95934146E-06     -0.11052229E-03     -0.17084870E-03
     489     -0.95915612E-06     -0.95934146E-06     -0.11066983E-03     -0.17084870E-03
     490     -0.95915652E-06     -0.95934146E-06     -0.11081721E-03     -0.17084870E-03
     491     -0.95915687E-06     -0.95934146E-06     -0.11098187E-03     -0.17084870E-03
     492     -0.95915717E-06     -0.95934146E-06     -0.11109768E-03     -0.17084870E-03
     493     -0.95915743E-06     -0.95934146E-06     -0.11118885E-03     -0.17084870E-03
     494     -0.95915778E-06     -0.95934146E-06     -0.11133424E-03     -0.17084870E-03
     495     -0.95915821E-06     -0.95934146E-06     -0.11148970E-03     -0.17084870E-03
     496     -0.95915848E-06     -0.95934146E-06     -0.11161549E-03     -0.17084870E-03
 
# q=  0.69979673E-02  0.00000000E+00  0.00000000E+00  (qpt 4)
#ncbands         Re chi(0,0)              extrap   Re chi(Gmax,Gmax)              extrap
       1     -0.19095663E-05     -0.30310130E-05     -0.25852775E-05     -0.16993940E-03
       2     -0.20709170E-05     -0.30310130E-05     -0.50079226E-05     -0.16993940E-03
       3     -0.21236265E-05     -0.30310130E-05     -0.59454165E-05     -0.16993940E-03
       4     -0.21356038E-05     -0.30310130E-05     -0.68698871E-05     -0.16993940E-03
       5     -0.22143773E-05     -0.30310130E-05     -0.77150299E-05     -0.16993940E-03
       6     -0.22342913E-05     -0.30310130E-05     -0.89981760E-05     -0.16993940E-03
       7     -0.24065410E-05     -0.30310130E-05     -0.11193834E-04     -0.16993940E-03
       8     -0.24445472E-05     -0.30310130E-05     -0.12316542E-04     -0.16993940E-03
       9     -0.26899946E-05     -0.30310130E-05     -0.15347842E-04     -0.16993940E-03
      10     -0.27742666E-05     -0.30310130E-05     -0.16938473E-04     -0.16993940E-03
      11     -0.28242300E-05     -0.30310130E-05     -0.19297836E-04     -0.16993940E-03
      12     -0.28850105E-05     -0.30310130E-05     -0.21795617E-04     -0.16993940E-03
      13     -0.29289947E-05     -0.30310130E-05     -0.24267782E-04     -0.16993940E-03
      14     -0.29399932E-05     -0.30310130E-05     -0.26525440E-04     -0.16993940E-03
      15     -0.29532656E-05     -0.30310130E-05     -0.27351113E-04     -0.16993940E-03
      16     -0.29586451E-05     -0.30310130E-05     -0.28428507E-04     -0.16993940E-03
      17     -0.29627303E-05     -0.30310130E-05     -0.28820806E-04     -0.16993940E-03
      18     -0.29675173E-05     -0.30310130E-05     -0.30240334E-04     -0.16993940E-03
      19     -0.29710919E-05     -0.30310130E-05     -0.31152610E-04     -0.16993940E-03
      20     -0.29747489E-05     -0.30310130E-05     -0.32413718E-04     -0.16993940E-03
      21     -0.29781220E-05     -0.30310130E-05     -0.33735826E-04     -0.16993940E-03
      22     -0.29807441E-05     -0.30310130E-05     -0.34495825E-04     -0.16993940E-03
      23     -0.29828660E-05     -0.30310130E-05     -0.35678805E-04     -0.16993940E-03
      24     -0.29850463E-05     -0.30310130E-05     -0.35966842E-04     -0.16993940E-03
      25     -0.29868513E-05     -0.30310130E-05     -0.36675943E-04     -0.16993940E-03
      26     -0.29885600E-05     -0.30310130E-05     -0.37267119E-04     -0.16993940E-03
      27     -0.29896398E-05     -0.30310130E-05     -0.37541535E-04     -0.16993940E-03
      28     -0.29911090E-05     -0.30310130E-05     -0.38307623E-04     -0.16993940E-03
      29     -0.29919533E-05     -0.30310130E-05     -0.38586429E-04     -0.16993940E-03
      30     -0.29929347E-05     -0.30310130E-05     -0.38919152E-04     -0.16993940E-03
      31     -0.29938862E-05     -0.30310130E-05     -0.39194613E-04     -0.16993940E-03
      32     -0.29950076E-05     -0.30310130E-05     -0.39652857E-04     -0.16993940E-03
      33     -0.29964781E-05     -0.30310130E-05     -0.40017198E-04     -0.16993940E-03
      34     -0.29986188E-05     -0.30310130E-05     -0.40572562E-04     -0.16993940E-03
      35     -0.29999188E-05     -0.30310130E-05     -0.40867568E-04     -0.16993940E-03
      36     -0.30041457E-05     -0.30310130E-05     -0.41844285E-04     -0.16993940E-03
      37     -0.30059363E-05     -0.30310130E-05     -0.42187755E-04     -0.16993940E-03
      38     -0.30074790E-05     -0.30310130E-05     -0.42658701E-04     -0.16993940E-03
      39     -0.30083901E-05     -0.30310130E-05     -0.42870515E-04     -0.16993940E-03
      40     -0.30089895E-05     -0.30310130E-05     -0.43064561E-04     -0.16993940E-03
      41     -0.30094489E-05     -0.30310130E-05     -0.43211888E-04     -0.16993940E-03
      42     -0.30098202E-05     -0.30310130E-05     -0.43402506E-04     -0.16993940E-03
      43     -0.30105304E-05     -0.30310130E-05     -0.43560762E-04     -0.16993940E-03
      44     -0.30109066E-05     -0.30310130E-05     -0.43724888E-04     -0.16993940E-03
      45     -0.30113779E-05     -0.30310130E-05     -0.43920581E-04     -0.16993940E-03
      46     -0.30117197E-05     -0.30310130E-05     -0.44072562E-04     -0.16993940E-03
      47     -0.30121855E-05     -0.30310130E-05     -0.44198092E-04     -0.16993940E-03
      48     -0.30125359E-05     -0.30310130E-05     -0.44350747E-04     -0.16993940E-03
      49     -0.30129273E-05     -0.30310130E-05     -0.44544918E-04     -0.16993940E-03
      50     -0.30132031E-05     -0.30310130E-05     -0.44664982E-04     -0.16993940E-03
      51     -0.30135421E-05     -0.30310130E-05     -0.44809542E-04     -0.16993940E-03
      52     -0.30139830E-05     -0.30310130E-05     -0.45108546E-04     -0.16993940E-03
      53     -0.30143824E-05     -0.30310130E-05     -0.45291463E-04     -0.16993940E-03
      54     -0.30146399E-05     -0.30310130E-05     -0.45470876E-04     -0.16993940E-03
      55     -0.30152927E-05     -0.30310130E-05     -0.45829609E-04     -0.16993940E-03
      56     -0.30157289E-05     -0.30310130E-05     -0.46144730E-04     -0.16993940E-03
      57     -0.30161292E-05     -0.30310130E-05     -0.46354706E-04     -0.16993940E-03
      58     -0.30165210E-05     -0.30310130E-05     -0.46581470E-04     -0.16993940E-03
      59     -0.30170569E-05     -0.30310130E-05     -0.46855689E-04     -0.16993940E-03
      60     -0.30176495E-05     -0.30310130E-05     -0.47241992E-04     -0.16993940E-03
      61     -0.30182200E-05     -0.30310130E-05     -0.47615299E-04     -0.16993940E-03
      62     -0.30186054E-05     -0.30310130E-05     -0.47976193E-04     -0.16993940E-03
      63     -0.30189632E-05     -0.30310130E-05     -0.48258902E-04     -0.16993940E-03
      64     -0.30191893E-05     -0.30310130E-05     -0.48433784E-04     -0.16993940E-03
      65     -0.30195436E-05     -0.30310130E-05     -0.48715973E-04     -0.16993940E-03
      66     -0.30198328E-05     -0.30310130E-05     -0.48979213E-04     -0.16993940E-03
      67     -0.30201376E-05     -0.30310130E-05     -0.49241281E-04     -0.16993940E-03
      68     -0.30204256E-05     -0.30310130E-05     -0.49534802E-04     -0.16993940E-03
      69     -0.30206922E-05     -0.30310130E-05     -0.49796240E-04     -0.16993940E-03
      70     -0.30209463E-05     -0.30310130E-05     -0.50037944E-04     -0.16993940E-03
      71     -0.30211757E-05     -0.30310130E-05     -0.50255448E-04     -0.16993940E-03
      72     -0.30214936E-05     -0.30310130E-05     -0.50646440E-04     -0.16993940E-03
      73     -0.30217603E-05     -0.30310130E-05     -0.50952916E-04     -0.16993940E-03
      74     -0.30219356E-05     -0.30310130E-05     -0.51181784E-04     -0.16993940E-03
      75     -0.30221799E-05     -0.30310130E-05     -0.51441175E-04     -0.16993940E-03
      76     -0.30223299E-05     -0.30310130E-05     -0.51672779E-04     -0.16993940E-03
      77     -0.30225178E-05     -0.30310130E-05     -0.51847606E-04     -0.16993940E-03
      78     -0.30226401E-05     -0.30310130E-05     -0.51992517E-04     -0.16993940E-03
      79     -0.30227901E-05     -0.30310130E-05     -0.52172576E-04     -0.16993940E-03
      80     -0.30229170E-05     -0.30310130E-05     -0.52315313E-04     -0.16993940E-03
      81     -0.30230323E-05     -0.30310130E-05     -0.52452338E-04     -0.16993940E-03
      82     -0.30231340E-05     -0.30310130E-05     -0.52570569E-04     -0.16993940E-03
      83     -0.30232370E-05     -0.30310130E-05     -0.52699950E-04     -0.16993940E-03
      84     -0.30233336E-05     -0.30310130E-05     -0.52833390E-04     -0.16993940E-03
      85     -0.30234697E-05     -0.30310130E-05     -0.53000456E-04     -0.16993940E-03
      86     -0.30235723E-05     -0.30310130E-05     -0.53159494E-04     -0.16993940E-03
      87     -0.30237020E-05     -0.30310130E-05     -0.53315776E-04     -0.16993940E-03
      88     -0.30238167E-05     -0.30310130E-05     -0.53474780E-04     -0.16993940E-03
      89     -0.30239156E-05     -0.30310130E-05     -0.53588915E-04     -0.16993940E-03
      90     -0.30240306E-05     -0.30310130E-05     -0.53800084E-04     -0.16993940E-03
      91     -0.30241115E-05     -0.30310130E-05     -0.53927285E-04     -0.16993940E-03
      92     -0.30242477E-05     -0.30310130E-05     -0.54191629E-04     -0.16993940E-03
      93     -0.30243947E-05     -0.30310130E-05     -0.54441501E-04     -0.16993940E-03
      94     -0.30244638E-05     -0.30310130E-05     -0.54595288E-04     -0.16993940E-03
      95     -0.30245578E-05     -0.30310130E-05     -0.54792338E-04     -0.16993940E-03
      96     -0.30246869E-05     -0.30310130E-05     -0.55075515E-04     -0.16993940E-03
      97     -0.30248249E-05     -0.30310130E-05     -0.55308272E-04     -0.16993940E-03
      98     -0.30249265E-05     -0.30310130E-05     -0.55509252E-04     -0.16993940E-03
      99     -0.30250279E-05     -0.30310130E-05     -0.55709467E-04     -0.16993940E-03
     100     -0.30251037E-05     -0.30310130E-05     -0.55848118E-04     -0.16993940E-03
     101     -0.30251883E-05     -0.30310130E-05     -0.56000531E-04     -0.16993940E-03
     102     -0.30252960E-05     -0.30310130E-05     -0.56222684E-04     -0.16993940E-03
     103     -0.30253978E-05     -0.30310130E-05     -0.56461418E-04     -0.16993940E-03
     104     -0.30255057E-05     -0.30310130E-05     -0.56740074E-04     -0.16993940E-03
     105     -0.30255895E-05     -0.30310130E-05     -0.56896600E-04     -0.16993940E-03
     106     -0.30256548E-05     -0.30310130E-05     -0.57044538E-04     -0.16993940E-03
     107     -0.30257139E-05     -0.30310130E-05     -0.57174852E-04     -0.16993940E-03
     108     -0.30257874E-05     -0.30310130E-05     -0.57300326E-04     -0.16993940E-03
     109     -0.30258519E-05     -0.30310130E-05     -0.57444946E-04     -0.16993940E-03
     110     -0.30259328E-05     -0.30310130E-05     -0.57602064E-04     -0.16993940E-03
     111     -0.30260073E-05     -0.30310130E-05     -0.57757240E-04     -0.16993940E-03
     112     -0.30260669E-05     -0.30310130E-05     -0.57884341E-04     -0.16993940E-03
     113     -0.30261352E-05     -0.30310130E-05     -0.58048560E-04     -0.16993940E-03
     114     -0.30261796E-05     -0.30310130E-05     -0.58149843E-04     -0.16993940E-03
     115     -0.30262664E-05     -0.30310130E-05     -0.58361246E-04     -0.16993940E-03
     116     -0.30263159E-05     -0.30310130E-05     -0.58486489E-04     -0.16993940E-03
